timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1726840704003,54,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-10,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,54,0,31
1726840704035,63,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-7,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,63,0,41
1726840704044,55,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-9,text,true,,893,290,4,4,https://reqres.in/api/users,55,0,0
1726840704051,56,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-8,text,true,,893,290,4,4,https://reqres.in/api/users,56,0,0
1726840704057,52,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-10,text,true,,893,290,4,4,https://reqres.in/api/users,52,0,0
1726840704099,52,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-7,text,true,,893,290,4,4,https://reqres.in/api/users,52,0,0
1726840704111,55,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-10,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,55,0,35
1726840704101,75,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-9,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,74,0,33
1726840704109,71,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-8,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,71,0,39
1726840704153,53,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-7,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,53,0,31
1726840704167,55,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-10,text,true,,893,290,4,4,https://reqres.in/api/users,55,0,0
1726840704177,51,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-9,text,true,,893,290,4,4,https://reqres.in/api/users,51,0,0
1726840704181,47,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-8,text,true,,893,290,4,4,https://reqres.in/api/users,47,0,0
1726840704207,47,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-7,text,true,,893,290,4,4,https://reqres.in/api/users,47,0,0
1726840704224,58,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-10,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,58,0,31
1726840704230,60,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-8,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,60,0,35
1726840704230,66,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-9,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,65,0,46
1726840704256,63,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-7,text,true,,1928,127,4,4,https://reqres.in/api/users?page=2,63,0,41
1726840704283,46,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-10,text,true,,893,290,5,5,https://reqres.in/api/users,46,0,0
1726840704291,50,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-8,text,true,,893,290,5,5,https://reqres.in/api/users,50,0,0
1726840704296,50,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-9,text,true,,893,290,5,5,https://reqres.in/api/users,50,0,0
1726840704320,48,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-7,text,true,,893,290,5,5,https://reqres.in/api/users,48,0,0
1726840704326,62,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-6,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,61,0,37
1726840704331,61,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-10,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,60,0,33
1726840704343,53,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-8,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,53,0,31
1726840704348,59,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-9,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,58,0,31
1726840704370,56,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-7,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,56,0,34
1726840704392,50,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-10,text,true,,893,290,5,5,https://reqres.in/api/users,50,0,0
1726840704388,59,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-6,text,true,,893,290,5,5,https://reqres.in/api/users,59,0,0
1726840704397,56,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-8,text,true,,893,290,5,5,https://reqres.in/api/users,56,0,0
1726840704407,54,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-9,text,true,,893,290,5,5,https://reqres.in/api/users,54,0,0
1726840704427,63,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-7,text,true,,893,290,5,5,https://reqres.in/api/users,63,0,0
1726840704444,63,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-10,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,63,0,37
1726840704449,64,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-6,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,64,0,39
1726840704455,72,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-8,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,71,0,45
1726840704463,64,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-9,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,64,0,36
1726840704508,46,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-10,text,true,,893,290,5,5,https://reqres.in/api/users,46,0,0
1726840704492,70,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-7,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,70,0,44
1726840704514,49,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-6,text,true,,892,290,5,5,https://reqres.in/api/users,49,0,0
1726840704528,54,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-8,text,true,,893,290,5,5,https://reqres.in/api/users,54,0,0
1726840704528,54,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-9,text,true,,893,290,5,5,https://reqres.in/api/users,54,0,0
1726840704563,65,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-7,text,true,,893,290,5,5,https://reqres.in/api/users,65,0,0
1726840704556,73,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-10,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,73,0,35
1726840704566,81,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-6,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,81,0,52
1726840704584,74,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-9,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,74,0,52
1726840704630,49,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-10,text,true,,893,290,5,5,https://reqres.in/api/users,49,0,0
1726840704585,103,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-8,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,103,0,52
1726840704630,60,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-7,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,60,0,39
1726840704648,49,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-6,text,true,,893,290,5,5,https://reqres.in/api/users,49,0,0
1726840704659,62,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-9,text,true,,893,290,5,5,https://reqres.in/api/users,62,0,0
1726840704691,57,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-7,text,true,,893,290,5,5,https://reqres.in/api/users,57,0,0
1726840704689,60,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-8,text,true,,893,290,5,5,https://reqres.in/api/users,59,0,0
1726840704681,73,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-10,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,72,0,42
1726840704699,68,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-6,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,67,0,36
1726840704723,66,Get Users List,200,OK,Load Testing expected 100 Vitual Users 1-9,text,true,,1928,127,5,5,https://reqres.in/api/users?page=2,66,0,39
1726840704755,46,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-10,text,true,,893,290,5,5,https://reqres.in/api/users,46,0,0
1726840704768,56,Create a User,201,Created,Load Testing expected 100 Vitual Users 1-6,text,true,,893,290,5,5,https://reqres.in/api/users,56,0,0
