timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1726841536365,63,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-14,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,62,0,34
1726841536367,67,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-13,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,67,0,42
1726841536364,70,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-12,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,70,0,44
1726841536377,57,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-28,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,57,0,32
1726841536365,73,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-10,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,73,0,44
1726841536391,54,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-30,text,true,,901,290,14,14,https://reqres.in/api/users,54,0,0
1726841536367,79,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-35,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,78,0,32
1726841536402,59,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-29,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,59,0,30
1726841536410,53,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-31,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,53,0,33
1726841536388,79,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-11,text,true,,901,290,14,14,https://reqres.in/api/users,79,0,0
1726841536415,56,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-32,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,56,0,29
1726841536411,62,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-34,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,62,0,31
1726841536417,58,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-15,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,57,0,35
1726841536434,45,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-28,text,true,,901,290,14,14,https://reqres.in/api/users,45,0,0
1726841536428,51,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-14,text,true,,901,290,14,14,https://reqres.in/api/users,51,0,0
1726841536434,49,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-12,text,true,,901,290,14,14,https://reqres.in/api/users,49,0,0
1726841536434,51,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-13,text,true,,901,290,14,14,https://reqres.in/api/users,51,0,0
1726841536388,100,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-33,text,true,,1928,127,14,14,https://reqres.in/api/users?page=2,100,0,34
1726841536439,51,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-10,text,true,,901,290,14,14,https://reqres.in/api/users,51,0,0
1726841536446,54,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-35,text,true,,901,290,14,14,https://reqres.in/api/users,54,0,0
1726841536446,58,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-30,text,true,,1928,127,15,15,https://reqres.in/api/users?page=2,58,0,28
1726841536462,50,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-29,text,true,,901,290,15,15,https://reqres.in/api/users,50,0,0
1726841536468,48,Get Users List,200,OK,Spike Testing(120 VU TO 140VU) 1-11,text,true,,1928,127,15,15,https://reqres.in/api/users?page=2,47,0,28
1726841536464,52,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-31,text,true,,901,290,15,15,https://reqres.in/api/users,52,0,0
1726841536473,49,Create a User,201,Created,Spike Testing(120 VU TO 140VU) 1-34,text,true,,901,290,15,15,https://reqres.in/api/users,49,0,0
